nome_veiculo,cod_veiculo,cod_marca,cod_veiculo_especifico
Wrangler Sport 3.8 V6 199cv,4439,29,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
Wrangler Unlimited 75 Anos 3.6 V6 284cv,7763,29,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}]"
Wrangler Unlimited 80 Anos 2.0 TB 4p ,9534,29,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}]"
Wrangler Unlimited SAHARA 2.0 TB 4p Aut,9926,29,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
Wrangler Unlimited SAHARA 3.6 V6 4p,8319,29,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}]"
Wrangler Unlimited SAHARA 3.8 V6  4p,5729,29,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Wrangler Unlimited Sport 3.6 V6 284cv 4p,5898,29,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
Wrangler Unlimited Sport 3.8 V6 199cv,5306,29,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
TOPIC ESCOLAR L 2.2 8V/ 2.0 16V 4p,4851,154,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
TOPIC ESCOLAR SL 2.2 8V/ 2.0 16V 4p,4852,154,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
TOPIC FURGAO L 2.2 8V/ 2.0 16V 4p,4853,154,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
TOPIC VAN L 2.2 8V/ 2.0 16V 4p,4854,154,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
TOPIC VAN Lon./GRAN TOPIC SL,6108,154,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,4855,154,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
TOPIC VAN STD 2.0 16V 4p,5470,154,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
VKN VAN 2.0 16V 4p,7666,154,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}]"
Jipe Montez 4x4 CD Teto de Lona Diesel,1385,30,"[{'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}]"
Jipe Montez 4x4 CD Teto Rígido Diesel,1386,30,"[{'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}]"
Jipe Montez Std 4x4 Teto de Lona Diesel,1387,30,"[{'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}]"
Jipe Montez Std 4x4 Teto Rígido Diesel,1388,30,"[{'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}]"
Picape Montez 1.9 4x4 Diesel,1389,30,"[{'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}]"
Besta EST 2.7 Diesel (10/12lug.),1390,31,"[{'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}]"
Besta EST Full 2.7 Diesel (10/12lug.),1391,31,"[{'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}]"
Besta Furgão 2.2 Diesel,1392,31,"[{'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}]"
Besta Furgão 2.7 Diesel,1393,31,"[{'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2003 Diesel', 'Value': '2003-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}]"
Besta Furgão Grand 3.0 Diesel,1394,31,"[{'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}]"
Besta GS 2.7 8V 12L Diesel,1395,31,"[{'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}]"
Besta GS Full 2.7 Diesel,1396,31,"[{'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}]"
Besta GS Grand 3.0 8V 16L Diesel,1397,31,"[{'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}]"
Besta ST 2.2 Diesel (12lug.),1398,31,"[{'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}]"
Bongo K-2400 2.4 Diesel,1399,31,"[{'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}]"
Bongo K-2500 2.5 4x2 TB Diesel,4476,31,"[{'Label': '2023 Diesel', 'Value': '2023-3'}, {'Label': '2022 Diesel', 'Value': '2022-3'}, {'Label': '2021 Diesel', 'Value': '2021-3'}, {'Label': '2020 Diesel', 'Value': '2020-3'}, {'Label': '2019 Diesel', 'Value': '2019-3'}, {'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}, {'Label': '2013 Diesel', 'Value': '2013-3'}, {'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}]"
Bongo K-2500 2.5 4x4 TB Diesel,10625,31,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}]"
Bongo K-2700 2.7 4x2/4x4 Diesel,1400,31,"[{'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}, {'Label': '2003 Diesel', 'Value': '2003-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}]"
Bongo K-2700 2.7 4x4 Basculante Diesel,4140,31,"[{'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}]"
Bongo K-2700 2.7 4x4 CD Diesel,1401,31,"[{'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}]"
Bongo K-3500/K-3600/110 3.6 Diesel,1402,31,"[{'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}]"
CADENZA EX 3.5 V6 24V Aut.,5417,31,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Carens EX 2.0 16V  Aut.,4684,31,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
Carens LS 1.8 16V 130cv Aut.,1403,31,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}]"
Carens LS 1.8 16V 130cv Mec.,1404,31,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}]"
Carnival 2.5 V6,1405,31,"[{'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}]"
Carnival EX 3.5 V6 24V 276/272cv Aut.,11099,31,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Carnival EX 3.8 V6 24V 242cv Aut.,4119,31,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Carnival GS 2.9 TDI 16V 125cv Diesel,1406,31,"[{'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}]"
Cerato 1.6 16 V Flex Mec.,6441,31,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
Cerato 1.6 16V  Flex  Aut.,6442,31,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
Cerato 1.6 16V Aut.,4440,31,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
Cerato 1.6 16V Mec.,3936,31,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Cerato 2.0 16V Aut.,3937,31,"[{'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Cerato EX 2.0 16V Flex Aut.,8861,31,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
Cerato KOUP 2.0 16V Aut.,5581,31,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Cerato SX 2.0 16V Flex Aut.,8862,31,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
Ceres Pick-Up 2.2 Diesel,1407,31,"[{'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}]"
Clarus GLX 2.0 16V Aut.,1408,31,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}]"
Clarus GLX 2.0 16V Mec,1409,31,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}]"
Clarus Wagon GLX 2.0 16V Aut.,1410,31,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}]"
Clarus Wagon GLX 2.0 16V Mec.,1411,31,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
Grand Carnival EX 3.3 V6 24V 270cv Aut.,7351,31,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
Magentis EX 2.0 16V Aut.,4121,31,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Magentis LX 2.0 16V Aut,4425,31,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}]"
MOHAVE EX 3.0 V6 24V 256cv TB Dies. Aut.,4891,31,"[{'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}, {'Label': '2013 Diesel', 'Value': '2013-3'}, {'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}]"
MOHAVE EX 3.8 V6 24V 275cv 4x4 Aut.,4863,31,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
MOHAVE EX 4.6 V8 32V 340cv 4x4 Aut.,4999,31,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
Niro EX 1.6 GDI  (Híbrido) ,10104,31,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
Niro SX Prestige 1.6 GDI (Híbrido),10105,31,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
Niro SX Rio Limited Edt 1.6 GDI  (Híb.) ,10928,31,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
Opirus GL 3.5 V6 24V 202cv Aut.,1412,31,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}]"
Opirus GL 3.8 V6 24V 267cv Aut.,4441,31,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
OPTIMA 2.0 16V 165cv Aut.,6891,31,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
OPTIMA 2.4 16V 180cv Aut.,5934,31,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
Picanto EX 1.1/1.0/ 1.0 Flex Aut.,4141,31,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Picanto EX 1.1/1.0/ 1.0 Flex Mec.,4142,31,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Picanto GT 1.0 12V Flex Aut.,8213,31,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}]"
QUORIS EX 3.8 V6 24V 294cv Aut.,7073,31,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}]"
RIO EX 1.6 Flex Aut.,8990,31,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
RIO LX 1.6 Flex Aut.,8991,31,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}]"
Sephia GTX 1.5 16V,1413,31,"[{'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}]"
Sephia GTX 1.6,1414,31,"[{'Label': '1995 Gasolina', 'Value': '1995-1'}]"
Sephia LS 1.5 16V Aut.,1415,31,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
Sephia LS 1.5 16V Mec.,1416,31,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
Sephia SLX,1417,31,"[{'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}]"
Shuma LS 1.5 16V Aut.,1418,31,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}]"
Shuma LS 1.5 16V Mec.,1419,31,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
